"item_id","rating","evidence_mean","intuition_mean","EMI_score","decade_group","n","text","party","bin","starting_year","class"
305,-1.6,1.6,3.2,-0.6982524999999999,0,5,"I appeal to the Senator from Wisconsin to withdraw the call. It wastes time for nothing.","Republican","(-2.845, -0.724]",1879,0
306,-0.5714285714285714,2.7142857142857144,3.2857142857142856,-2.171981,0,7,"before him to show how glorious was the struggle and how grandin all the tide of time the triumph of northern soldiers when the principle of freedom stamped out a slaveholding rebellion. And unless we show how great and powerful was that struggle against which we fought our soldiers and our men will lose their full raced of praise before the world. Now then these are wrivate papers which are to be purchased. If they are valuable to our Government we ought to buy them. for they belong to widows and orphans who. according to the spirit of our Constitution and the spirit of our people. are not held responsible for the political crimes of which their fathers or sons were guilty. Therefore I say it becomes us as men. and as members of this great Government. to value these things which belong to widows and orphans at their proper","Republican","(-2.845, -0.724]",1881,0
307,-0.16666666666666666,2.8333333333333335,3,-0.90912145,0,6,"those to whom we gladly accord the rank of leadership. Death claimed him at the very threshold of a great careerat the moment when he seemed best prepared for wider usefulness and for the achievement of higher triumphs. when he appeared best fitted t> serve his State and country. But he is gone. DUDLEY C. HASKELL is no longer among us. called by a wise Providence from this presence. We bow to this decree. pausing only a little while today. not to question the inscrutable mysteries of that Providence or to challenge His ordering. but to pay our last tribute. give our heart offerings to one who in life we loved and honored. and who. though removed from these scenes forever. leaves behind naught but memories most pleasing and reflections most instructive. and the record of a life the study of which can not fail to make us better citizens.","Republican","(-0.724, 1.397]",1883,0
308,1,3.2,2.2,-0.34232035,0,5,"with him that it was not the largest cause. and that it was not by any means the principal cause. I quite agree with him that it was coincident merely. But another thing happened just about that time of which the commercial world at least has taken great heed. Up to that date steamvessels had not been good or great freighters. The sidewheelsteamethat did business between this country and Europe was not a great carrying vessel. she required too much coal. her engine took up too much space. but right in the midst of our war. by a succession of inventionspartly American and partly Britishthere was a complete revo:ution effected in oceangoing steamers. and that revolution. as I have had occasion once before on the floor of the Senate to call attention to. can best be described by stating this formula: that priorto that date a vessel of 3.000 tons","Republican","(-0.724, 1.397]",1881,1
309,-0.5714285714285714,2.2857142857142856,2.857142857142857,-0.22022057,0,7,"we admit their fishoil. whaleoil. sealoil. and fish of all kinds free of duty. we may enter their ports. etc to purchase provisions and supplies. to ship crews. and transship cargoes. As to each of these matters the treaty leaves us worse than it found US. It does not afford redress of grievances. It does not provide against the recurrence of causes of pomplaint in future. It concedes valuable rights which ought not to be surrendered. It gains no valuable rights which we do not now possesS. It negotiates in regard to matters which. under the special circmnstances. should not be the subject of negotiation. It fails to negotiate and bring into settlement matters which pers emptorily demand settlement. a It gets much less than it is worth for what it proposes to give. and much less than Canada had already shown her willingness to pay. It leaves us in","Republican","(-0.724, 1.397]",1887,0
310,-1.875,1.75,3.625,-0.37778026,0,8,"That is quite right. because they could not tell anything about it unless they inspected it.","Republican","(-0.724, 1.397]",1887,0
311,0.6,3.2,2.6,0.48588824,0,5,"Certainly. But. may it please the Chair. while there is no doubt that portion of the amendment is in order. the point of order runs to the other provision. There are two propositions in the amendment. and the point of order applies to the second provision. separating it from the first. That point of order. if I can get the favorable ruling of the Chair. will absolutely exclude that portion of the amendment which devolves this duty upon the Army officers. This is not a new question. Itis a question that has been determined time and again in Committee of the Whole. It has been determined. I say. that it is competent to make the point of order on each substantive provision of an amendment. and if that provision be subject to the point of order the Chair sustains it so far as thatprovision is concerned and the amendment stands","Republican","(-0.724, 1.397]",1883,1
312,-0.2,3.2,3.4,0.6702948000000001,0,5,"The part of the resolution which relates to the daily hour of meeting being 12 oclock should be considered in order. but the balance of the resolution is not.","Republican","(1.397, 3.518]",1883,0
313,1.625,3.75,2.125,1.0758533,0,8,"I have sent to the desk some formal amendments to which the members of the Committee on Private Land Claims have assented. designed to make section 8 correspond with section 7.","Republican","(1.397, 3.518]",1885,1
314,1.1428571428571428,3.2857142857142856,2.142857142857143,1.2378702,0,7,"The pending motion. I believe. is to refer the communication to the Committee on the District of Columbia. with instructions.","Republican","(1.397, 3.518]",1887,1
315,2.5,3.875,1.375,0.30900478,0,8,"The order of the introduction of bills has not yet been called.","Republican","(1.397, 3.518]",1885,1
316,2.5,4.125,1.625,1.7893709999999998,0,8,"I am directed by the Committeeon Privileges and Elections to report a resolution and request that it be referred to the Committee to Audit and Control the Contingent Expenses of the Senate.","Republican","(1.397, 3.518]",1887,1
317,-2,1.5384615384615385,3.5384615384615383,-1.0813496,1,13,"And now I want to baptize the gentleman before he backslides.","Republican","(-4.789, -2.727]",1897,0
318,-2.4,1.6,4,-1.9963222,1,5,"We do not expect there will be any trouble with the Republicans.","Republican","(-4.789, -2.727]",1889,0
319,-1.75,2,3.75,-2.1487513,1,12,"couriers of the air. Shall blow the horrid deed in every eye. That tears shah drown the wind. Since that fatal and fateful night our relations to Spain and Cuba have been a series of humiliations and reproaches. It would seem that some awful calamity was necessary to arouse this nation and Congress to a realization of their duty toward a murdered neighbor. Talk of the Armenian outrages or the atrocities of the ""Unspeakable Turk!"" Why. .they pale into misdemeanors merely compared with the bloody crimes committed under Spanish misrule in Cuba. Almost onehalf of the population of that fair island has been sacrificed by the murderous policy of the monster Weyler. Speak of autonomy to a people thus slaughtered! Spain. always crue and always deceitful. that offers in the gloved hand what appears to be a rose. but. when grasped. is a stinging thorn. A nation of hypocrisy. of","Republican","(-4.789, -2.727]",1897,0
320,-0.6666666666666666,2.5,3.1666666666666665,-1.8408499,1,6,"I have sald nothing of the kind. Do not put words into my mouth that I have not uttered.","Republican","(-4.789, -2.727]",1897,0
321,-2.142857142857143,1.8571428571428572,4,-1.0104921999999998,1,7,"While the gentleman smiles. it is as one who would twist a knife under my ribs. The gentleman must not misquote me.","Republican","(-4.789, -2.727]",1897,0
322,0.4,3.1,2.7,-2.8724582,1,10,"Oh. yes. Mr. President. I had forgotten that there was a Democratic party in 1878 and 1879 . and I will not believe there was-","Republican","(-2.727, -0.673]",1889,1
323,0,2.4444444444444446,2.4444444444444446,-0.23901314,1,9,"They had been there for that purpose. and they had not taken their leave. The riots. however. were over.","Republican","(-2.727, -0.673]",1895,0
324,-2.111111111111111,1.6666666666666667,3.7777777777777777,-0.65027434,1,9,"Wherein does it lack? You say it is not plenipotentiary. It has the same powers the world over that an eagle would have.","Republican","(-2.727, -0.673]",1893,0
325,-2,1.75,3.75,-0.23900437,1,8,"matters of this kind. Ah. and there are certain gentlemen who fear that such may be the result. Here is a gentleman who tells us about ""the impossibility of a parity between money and a commodity."" yet when there is an effort to make this socalled commodity money we find him in rebellion against that effort. [Here the hammer fell.]","Republican","(-2.727, -0.673]",1895,0
326,-1.9090909090909092,1.5454545454545454,3.4545454545454546,-1.3531563999999998,1,11,"But suppose the Government does not owe anything. how will you get the money out?","Republican","(-2.727, -0.673]",1889,0
327,-0.8888888888888888,2.4444444444444446,3.3333333333333335,0.49141723,1,9,"To leave those reservations open. to take off the ban from them. and leave them open to indiscriminate grabbing for six or eight years. while the survey is being completed. would be to defeatthe beneficent purpose at which we are all aiming. To a very large extent that would be the case. No. sir. if I were Secretary of the Interior. I think I would not open all those lands. I would hold the reserving edict over them and give relief to such portions as might be necessary to do justice. I can not vote for anything which unreservedly repeals the reservations.","Republican","(-0.673, 1.381]",1897,0
328,-0.7777777777777778,2.2222222222222223,3,0.5344838000000001,1,9,"I wouId like to inquire what it will cost to change the Vesuvius into a torpedo boat as proposed?","Republican","(-0.673, 1.381]",1893,0
329,0.16666666666666666,2.8333333333333335,2.6666666666666665,1.5746584,1,6,"I almost always agree with the Senator in his humane and rhetorical expressions. but it was certainly difficult to incorporate them into the body of a resolution of investigation. and therefore he will excuse their omission. Mr. President. I hopevhen it comesback from the Committee to Audit and Control the Contingent Expenses of the Senate. if the Senator from Louisiana . who is the chairmanof that committee. should report it back and be of opinion that the state of the contingent fund will allow of such an investigation. that the resolution will be adopted without any dissent by the Senate. I believe the questions which are proposed for investigation are those of great importance to the public interest. I believe the question whether the prohibitions of pooling contained in the present law should be abolished and railroad competition prohibited by an act of Congress should receive careful investigation. I believe","Republican","(-0.673, 1.381]",1893,1
330,-0.16666666666666666,2.3333333333333335,2.5,0.37647587,1,6,"If the gentleman will stop and think for a moment he will remember that the guns provided for in this bill will not be mounted during the fiscal year in which the money is to be expended. Now. what use is there in providing money to purchase ammunition for guns that can not be used. and will not be used during the year?","Republican","(-0.673, 1.381]",1897,0
331,-0.6666666666666666,2.1666666666666665,2.8333333333333335,2.0898023,1,6,"Under this provision there are three librarians contemplated. There is now one Librarian. and he has an assistant in the law library. Sooner or later this question must come to a head. When the Congressional Library goes into the new building Congress will then have to determine whether the law library shall go with it or whether it shall be provided for in the Capitol. If it is to be provided for here it must be provided for necessarily under some separate and distinct management. There has been a good deal of friction as to the purchase of law books. not only for the library. but also for thodifferent circuits. the effect of the appropriation being. I believe. that $1.000 is set aside. which is expended theoretically by the different judges on the circuits for their libraries. Some judges draw their full quota and some do not. and there seems","Republican","(-0.673, 1.381]",1893,0
332,0.25,2.75,2.5,2.7053638,1,8,"We do appropriate the money. and we leave it to the Secretary as to what shall be considered by him as useful information.","Republican","(1.381, 3.435]",1895,1
333,1.5,3.3333333333333335,1.8333333333333333,2.3106325,1,6,"Because. after all that isdoneafter the owner of the property or his agent has ascertained from the assessor. or from the records filed with the District Commissioners. the valuation placed upon his property. this bill provides that these men composing the board of assessment may get together and without any notice whatever to the owner increase that assessment. Here in section 9 you provide that without any notice to the owner or his agent this board may double. treble. or quadruple the assessment previously madeit may be without any notice to him. Is that just or proper? Clearly not. When this board of assessment meets for the purpose of equalization and proposes to make any changes by increasing the valuation of property. the owner of the property affected should have notice in some way of the proposed action. and should have the right to appear and be heard upon that","Republican","(1.381, 3.435]",1893,1
334,0.36363636363636365,2.8181818181818183,2.4545454545454546,2.407766,1,11,"The committee have followed a precedent which has been established from the foundation of the Government to the present time. We have not varied the course of proceedings. which has been for the committee to state in a report the facts of the case in connection with the order which they recommend.","Republican","(1.381, 3.435]",1891,1
335,0,2.4,2.4,1.9520676,1,5,"I present a conference report on the legislative. executive. and judicial appropriation bill.","Republican","(1.381, 3.435]",1889,0
336,-2.6,1.2,3.8,2.5636257999999996,1,5,"If it is the matter of printing a report. it should go to the Committee on Printing.","Republican","(1.381, 3.435]",1895,0
337,-2.2,1.8,4,-0.7887272,2,5,"Does the gentleman mean by which they could be mandamused or punished for contempt?","Republican","(-4.935, -2.815]",1901,0
338,-2.7142857142857144,1.5714285714285714,4.285714285714286,-0.20540953,2,7,"I am as ignorant on that point as the gentleman is.","Republican","(-4.935, -2.815]",1907,0
339,0.8,3.2,2.4,-2.54805,2,10,"habit of telling the negro that if the Democrats came into power their right to vote would be taken away from them. After the Democrats came into power in this State they always had some reason to give the credulous beings why the Democrats had not disfranchised them as they had before predicted. First. the told them that if the Democrats got the State government they would disfranchise them. The Democrats got the State government and did not disfranchise them. Then they told them that if the Demcrats elected a President they would disfranchise them. The Democrats elected a President and did not disfranchise them. Then they told them if the Democrats got control of Congress they would disfranchise them. The Democrats got control of Congess and did not disfranchise them. All along the honest white man of the State laughed at these lies and marveled that the negro did","Republican","(-4.935, -2.815]",1899,1
340,-2,1.5,3.5,-1.392647,2,6,"Yes. and that is the reason he was made a fool of.","Republican","(-4.935, -2.815]",1903,0
341,0.6666666666666666,2.6666666666666665,2,-1.2885759,2,6,"Not by our fault. I will say to the gentlemail. and we will gladly surrender at least 100.000.000 acres of triose reserves.","Republican","(-4.935, -2.815]",1907,1
342,-1.3333333333333333,1.9166666666666667,3.25,-0.6974531,2,12,"If the gentleman will allow me. I hardly think he intends to convey the impression that we have the right or that there is any authority now vested in Congress by any law to compel the railroads to carry the mail.","Republican","(-2.815, -0.704]",1907,0
343,-0.16666666666666666,2.5,2.6666666666666665,-0.439407,2,6,"have compelled her to have lived with her first husband and withstand his brutality in order that she as his widow might have any. claim upon the gratitude of the country. Her first husband is dead. He left no widow. There is no pension being paid on account of his service. Mr. Speaker. I ask unanimous consent to insert in the RECORD as a part of my remarks the military record of the first husband of this claimant.","Republican","(-2.815, -0.704]",1905,0
344,1.4285714285714286,3.7142857142857144,2.2857142857142856,-1.1729658,2,7,"slightest provocation. or even without (p. 172). [Extracts from The Philippine Islands and Their People. by Dean C. Worcester. The Macmillan Company. New York. 1898.] Mr. Worcester. after speaking of General Arolas precautions to prevent armed Mores out of Jolo. says : "" These elaborate precautions were by no means unnecessary. Before they were put in force Juramentados had repeatedly made their way to the plaza and on one occasion had beheaded Spaniards as they sat In front of a cafd reading their home letters. "" During Arolas time only one of these mad fanatics managed to get within the walls. He fought his way through the guard. but not before he had been run through the body and shot several times. He fell dead 50 feet inside of the gate. "" Accidents sometimes occurred at the lanceria. however. One day a Moro. who had been in and out so","Republican","(-2.815, -0.704]",1905,1
345,0.42857142857142855,3,2.5714285714285716,-1.5541303,2,7,"Yes. sir. that is the man. It was six months before. He supposed he was an American and that he had a right to locate when he went into that country. where he is now residing. The Laplanders and Swedes were accustomed to the climate and could go where the others would not go. and they made these discoveries. and all of them were citizens. or declared their intention of becoming citizens. before they vent there. This man supposed he had. and it would be unjust to take the best claim and give it to a man who relocated it and then employed a lawyer in Washington. He never did any work upon it and ndver had possession.","Republican","(-2.815, -0.704]",1899,1
346,0.5,3.1666666666666665,2.6666666666666665,-1.0343599,2,6,"immunities"" of the United States are those fundamental civil rights relating to person and property designed for the protection of the Federal citizen under the allegiance due from him to the Federal Government and as a comensation therefor. We are citizens of and owe allegiance to oth our State and Federal Government. and each confers upon us special privileges and immunities. The inhibitions of the Constitution. to which I have thus briefly called your attention. are inhibitions upon the States. not inhibitions upon Congress or its power to legislate. They in no wise restrict the power of Congress to legislate with reference to the political lights of the people of acquired territory. Congress may confer or deny the right to hold office. the right to vote. and the right of legislative representation. and other rights of a political character. including the right of local selfgovernment. But Congress is inhibited. under","Republican","(-2.815, -0.704]",1901,1
347,-1,2.5555555555555554,3.5555555555555554,0.059808612,2,9,"And the Secretary of the Navy said they did not do any harm. and there was a difference of opinion whether they constituted defects or not.","Republican","(-0.704, 1.406]",1899,0
348,3.1538461538461537,4.538461538461538,1.3846153846153846,0.22427285,2,13,"last year about the following amounts. and I will give you the different countries from which we brought it. We imported about 100.000 tons from Porto Rico. and the statistics show that they produced 145.000 tons there. From the Hawaiian Islands we imported from 350.000 to 370.000 tons. From Cuba and all other countries. 1.750.000 tons. We produced from cane in this country about 300.000 tons and from sugar beets 300.000 tons. or in the neighborhood of a total of all of about 2.800.000 tons. and of this 1.750.000 tons which were imported last year. let me show you what statistics say about the amount that came from Cuba. I give the calendar year. not the fiscal year. One million two hundred and thirtytwo thousand five hundred and eightynine tons came from Cuba. At the time Cuban reciprocity was before this House for consideration it was claimed by the friends","Republican","(-0.704, 1.406]",1905,1
349,-1.4,2.2,3.6,-0.7260460999999999,2,5,"I think the bill Is all right. and I am willing to take the judgment of the Secretary ofthe Treasury. who is daily dealing with problems of this kind.","Republican","(-0.704, 1.406]",1905,0
350,0.125,2.625,2.5,1.5905166000000002,2,8,"socalled Tehuantepec route. What for? That the Government of the United States might be informed as to whether there was a feasible route there. and all about it. Well. now. it is just as much in order. on account of that survey. to move to purchase a zone or territory on a general appropriation bill to construct a canal along the Tehuantepec route as along the Nicaragua route. There was a survey of the Panama route. and all the while this Government has been trying to get information. Now. if a mere survey for information. without any other legislation. is such a law as to commit this Government to the construction of the canal. then we have got to build one at Panama and one on the Tehuantepec route. and that. too. notwithstanding this Government has incorporated the Maritime Canal Company. The Maritime Canal Company has been performing down there","Republican","(-0.704, 1.406]",1899,1
351,-0.9,2.1,3,0.55825907,2,10,"I was going to suggest that. Inasmuch as there is twenty minutes debate on a side. in that time we might telephone up and find out whether the report has been )repared. if we do not absolutely know it now.","Republican","(-0.704, 1.406]",1907,0
352,-0.16666666666666666,2.8333333333333335,3,2.2959824,2,6,"especially conditions in foreign countries. investigations relating to the iron and steel Industry. the lumber industry. operations of the cotton exchanges. and their effect on prices. inland waterways and coastwise water carriers. investigations on patents held by Government employees on articles used by the Government. and also In. regard to the International Harvester Company. These investigations are at different stages of completion and are going on contemporaneously. Does the gentleman desire the information collected by these investigations to be sent to the House before the investigations are completed? Is that what the gentleman is after? These reports have not yet been made to the President-","Republican","(1.406, 3.517]",1907,0
353,2.1666666666666665,3.6666666666666665,1.5,2.141828,2,6,"The bill provides for the appointment of a number of supervisors. the total number not to exceed 330. The Twelfth Census act authorized the appointment of 300. and it provides that the districts or supervisors shall conform to the boundaries of the Congressional districts as far as practicable. The duties of the supervisors will be to recommend enumerators for appointment and instruct them respecting their duties. map out the enumerators districts. and then to supervise the schedules and the reports of the enumerators in their respective districts.","Republican","(1.406, 3.517]",1907,1
354,-2.2,1.6,3.8,1.3467855,2,5,"Nothing has been done upon that subject in any form. If the number is to be reduced to 700. I understand that merit will control the retention of the 700. and that alone. and I have no question. of course. but what the question of the distribution of the places over the States will be properly considered.","Republican","(1.406, 3.517]",1901,0
355,2.2,4.2,2,2.9274027,2,10,"he sends his report. directly to the Chief of Engineers. If he has a rank below lieutenantcolonel. he sends his report to a division engineer. That division engineer reports to the Chief of Engineers whether he regards it as advisable or not. The Chief of Engineers then looksit over. and if he T regards it as advisable he then recommends that a detailed survey and estimate be made. Now. let us see what he did? I happen tohave one for the harbor of Tacoma before me. First. the report. July 6. 1900. After a report had been madeThat the city waterway is a worthy improvement and is urgently needed at the present time. Whether this improvement should be made by the Government or by private interests on account of the conditions surrounding this waterway. as explained in the report. seems uncertain to me. That was the report of the local","Republican","(1.406, 3.517]",1901,1
356,2.3333333333333335,3.888888888888889,1.5555555555555556,2.2563443,2,9,"No. I can not agree to that amendment. That survey was made seventeen years ago and the project proposed. which would cost about $800.000. Nothing was done toward the project. Ten years ago another survey was had and the project proposed at a cost of $2.000.000. Nothing was done. Two years ago a survey was made. and the project was proposed at a cost of $2.500.000. and the local engineer. the district engineer. and the Board of Review all decided against it.","Republican","(1.406, 3.517]",1907,1
357,-0.21428571428571427,2.5714285714285716,2.7857142857142856,-2.085608,3,14,"They were the men who persecuted him and drove him to his grave.","Republican","(-4.998, -2.838]",1911,0
358,-0.875,2.5,3.375,0.085742265,3,8,"How much of that Is for telegraphing and how. much for telephoning?","Republican","(-4.998, -2.838]",1911,0
359,-0.6666666666666666,2.5,3.1666666666666665,-1.0584093,3,6,"If it would throw then all out. then it would throw this one out.","Republican","(-4.998, -2.838]",1915,0
360,-2,1.4,3.4,-0.9971429,3,5,"Does not the gentleman think that for the saf y of tIhe Nation in. time of war the President should hava . thar powei?","Republican","(-4.998, -2.838]",1917,0
361,-1,2,3,-1.5870471000000002,3,5,"Will the gentleman yield? patriotism. in spite of audacity and demagoguery. to vo.te for","Republican","(-4.998, -2.838]",1917,0
362,-0.25,2.75,3,-1.7911811000000002,3,8,"in the Union Army and five. namely. BANKHEAD._ CATRON. MARTIN. THORNTON. and WHITE. were In the Confederate Army. In a few years time will ellminate. the last of the. veterans from this Chamber but let us hope that the memory of what they wrought in peace and in war will survive among the. sagas 0 our country. One of these old. veterans. a brave and heroic soul. passed away when Senator JOHNSTON left us left us in line of battle. for his final reward. Corpl. NELSON of the Union. Army. pays this brief and sincere tribute to Capt. JOHNSTON. of the. Confederate Armyopponents in. war but comrades and brotheus in peace.","Republican","(-2.838, -0.686]",1915,0
363,-2.142857142857143,1.4285714285714286,3.5714285714285716,-1.6473758,3,7,"I think apologies are due. Mr. President. not to the Senator from North Dakota. but they are due to the farmers of the State of North Dakota.","Republican","(-2.838, -0.686]",1917,0
364,-0.3333333333333333,2.5555555555555554,2.888888888888889,-2.4009473,3,9,"said that they took from the cradle and the grave. the men of the South fighting valiantly. mistaken as they were. for what they conceived to be their rights. Oh. it is easy. as these men go under the ground and a new generation comes. especially in our great cities where there is a large population. by far the greater number of whom had no personal experience with that war. and where the voice of the Union soldier is not apt to be heardIt Is easy to talk about the great cost of pensions. Yes. it Is a great cost. but that great struggle. thank God. put all just contention between the North and South at rest. and you as well as we thank God at the great result. Since that great contest the wealth of the United States has increased from $16.000.000.000 when Lincoln took the oath of office.","Republican","(-2.838, -0.686]",1911,0
365,-2.909090909090909,1,3.909090909090909,0.19431585,3,11,"iThe Nav :l Academy and somie that come up friom the ranks?","Republican","(-2.838, -0.686]",1917,0
366,-1.3636363636363635,2.090909090909091,3.4545454545454546,-1.7553226999999998,3,11,"There ought to be something in the )ill limiting this right of insurance to something ill which this Government has a live Interest.","Republican","(-2.838, -0.686]",1917,0
367,0.8,3.1,2.3,-0.053652644,3,10,"It is very important to the bill to know what the definition of power plant means. This is put In the first part of the bill because it is important and essential we should know¢ just exactly what it means. and there is certainly no one here knows what is meant or intended by its use in this bill.","Republican","(-0.686, 1.466]",1917,1
368,-1.5714285714285714,2.142857142857143,3.7142857142857144,-1.2894642,3,7,"that can not carry itself after the liberal subvention by the Government provided for in this bill. that will- not run itself after it has been started in a substantial way. ought not to pass. For one. I an unalterably opposed to involving the general credit of the Government in any system to loan to anybo~y. I believe that should be the attitude of every Member of this House and I hope it xii lie. I yield the balance of my time to the gentleman from Pennsylvania .","Republican","(-0.686, 1.466]",1915,0
369,1,3.6666666666666665,2.6666666666666665,-0.6329800999999999,3,9,"Mr. President. let us consider the bill under consideration by items. It provides that the President may at any time. in his discretion. temporarily withdraw from settlement all lands. The Senator from Utah has dwelt a little bit on the word "" temporary."" I have in my mind a withdrawal that was made in 1897 in Idaho for a purpose of this general class. and the "" temporary"" there means thirteen years. and it is still going on. I have not heard any suggestion that it was going to be released from this temporary bondage In which it is.","Republican","(-0.686, 1.466]",1909,1
370,-0.4444444444444444,2.111111111111111,2.5555555555555554,0.33781105,3,9,"No. but committed to the legislation that this exposition indorses. encourages. and advocates. not in theory. but in practice and by practical demonstration.","Republican","(-0.686, 1.466]",1913,0
371,0.8,3.6,2.8,1.0509748,3,5,"Mr. President. I very much doubt whether it will be. and some of the best attorneys with whom I have discussed this subject hold the same view. I am going to leave it entirely with the committee to ponsider this question. along with the question that has been submitted here by the senior Senator and the junior Senator from Massachusetts. In this connection I desire also to say that every prediction that was made at the time of the passage of the Canadian reciprocity act in relation to the increased manufacture 6f paper in Canada has been verified. and more than verified. I call attention to the companies which have been organized for the purpose of manufacturhig pulp and paper in Canada since the agitation concerning section 2 of the Canadian reciprocity act began about three years ago. I shall ask. without reading. to have printed in the RECORD a list of the companies that have been organized in Canada. the location of those companies. and their capitalization.","Republican","(-0.686, 1.466]",1913,1
372,-0.45454545454545453,2.727272727272727,3.1818181818181817,2.833285,3,11,"Oh. no. That is a matter of administration absolutely necessary for the management of any banking system. It is provided that there shall be an examination. just as there is an examination for life insurance. That is the comparison usually made.","Republican","(1.466, 3.618]",1913,0
373,1,3.125,2.125,1.6998527,3,8,"No: of conrse she can not testify against him. but she can not testify either for or against except in this class of cases specified in the section.","Republican","(1.466, 3.618]",1913,1
374,0.875,3.375,2.5,2.0661077000000003,3,8,"every assistant postmaster should satisfy the department as to his efficiency and qualifications before he be given a competitive classified status. Ail but about 100 of the 2.400 assistant postmasters in these offices now have such a status. Many of them have been appointed since the issue of this order. either through promotion. transfer. or original examination. The post offices. therefore. are now supplied with a thoroughly trained expert force from the assistant postmasters on down. This organization is vitally important to tie cMcient management of the postal business. particularly in view of the development of tile postal savings banks and the parcel post system. The postmasters in these offices are not themselves postal expertsat least at the time of appointmentand have to depend on the permanent expert staff under them for the management of the office. If the assistant postmasters ire removed from the classified service they will become","Republican","(1.466, 3.618]",1913,1
375,1.3846153846153846,3.769230769230769,2.3846153846153846,2.1151972000000003,3,13,"If the gentleman will read that language carefully he will see that the words ""prior to the date of final assignment and prior to final proof."" as they stand in the bill. without a comma between them. are one common proposition. and that standing in the bill as they do. they would validate cases where conformation of.farm units was not only prior to the date of final proof. but the assignment was prior to the date of final proof.","Republican","(1.466, 3.618]",1915,1
376,0.7777777777777778,3.2222222222222223,2.4444444444444446,1.4109839,3,9,"There had been some negotiations along prior to that. but until the time our committee returned from Alaska and made its report. and for some time back. no negotiations were pending.","Republican","(1.466, 3.618]",1911,1
377,-2.4,1.4,3.8,-2.4285305,4,5,"Oh. yes. We could confiscate all of it legally but not morally. as I think.","Republican","(-4.813, -2.654]",1925,0
378,-2.6666666666666665,1.5,4.166666666666667,-0.6810510000000001,4,6,"Will the Senator have the goodness now to tell us.the name of the nominee?","Republican","(-4.813, -2.654]",1927,0
379,0.125,3,2.875,-0.9236078,4,8,"I ama not criticizing the gentleman. but would the gentleman have voted or would lie now vote for an expilenditure of $75.000.000 at Muscle Shoals or elsewhere to build a fertilizer plnt in tille of peace?","Republican","(-4.813, -2.654]",1919,1
380,-1.1428571428571428,1.5714285714285714,2.7142857142857144,-0.67794925,4,7,"The Senator will excuse me for speaking as plainly as I have-","Republican","(-4.813, -2.654]",1925,0
381,-2.4,1.4,3.8,-2.6539537999999996,4,5,"I do not think it is any good. I condemn it. I think it is wrong. I am not defending it.","Republican","(-4.813, -2.654]",1921,0
382,-3.25,1.25,4.5,-0.25420564,4,8,"This is not a question of ""anything the gentleman from Ohio does not like.""","Republican","(-2.654, -0.503]",1919,0
383,-2.3333333333333335,1.8333333333333333,4.166666666666667,-0.83269083,4,6,"and when you stop to think of the load now carried by the masses. we can not be surprised .at the disorder and lawlessness everywhere prevailing. In some countries it seems to be believed that this discontent and hunger can be fed up on repression and executions. In other countries particularly in our own. the belief seems to prevail that the remedy is in still greater appropriations. increased national obligations. and necessarily higher taxes. Let us examine in detail the weight under which the people are now bending and also examine some of the proposed measures of relief. some of the schemes which would start new enterprises and find employment for the idle through increased appropriations and still greater obligations of government! We will find that the late Doctor Itthenau was not far wrong when. a few days before his unfortunate death. speaking of the economic situation in Europe. lie","Republican","(-2.654, -0.503]",1921,0
384,-3.2,1,4.2,-2.5114331,4,5,"I did not mean to intimidate the gentleman. I simply wanted to know if he expected party loyalty from the Denocrats at that time. Does the gentleman expect party loyalty from the Democrats then. as lie does now. when he is trying to defeat his own party.","Republican","(-2.654, -0.503]",1923,0
385,-2,1.4,3.4,-1.0502325,4,5,"There ire three States. I will say to the Senator. that do inot get anything.","Republican","(-2.654, -0.503]",1927,0
386,-0.16666666666666666,2.8333333333333335,3,-1.7116773,4,6,"the disputes of. Europe. As an abstract proposition the proposal of the learned Senator from: Wisconsin that we should not amend thistreaty but should adopt a reservation in effect! absolving ourselves from all responsibility for this outrage. which everyone: condemns: unsparingly. also meets. with my full approval. If China alone. was involved in this question I would gladly vote. with these Senators. It would be no direct concern. of ours as to. what should happen to Chinas. territory. and we could Nvell leave China to look. out for herself. To my mind. this is not the case however:. China is not the only nation affected- or concerned: We are involved as a nation. and as a. people. China was our friend when we entered this war.-.: Chinla became our associate in the: war upon our earnest solicitation. if not with our most friendly assurances. If there is. such a thing","Republican","(-2.654, -0.503]",1919,0
387,0.8888888888888888,3.3333333333333335,2.4444444444444446,0.9649951,4,9,"Mr. Speaker. the conferees were in session until early Sunday morning and therefore it was not possible to make as full a statement as the conferees would have liked to make because we had to print the report that very morning in the RECORD in order to take it up today under the rules. The conferees finally agreed upon a pay appropriation for an army of 325.000 men. That is a little more than the House conferees thought was necessary. but it is 75.000 less than the Senate committee provided for. In my judgment it is an ample force for the next fiscal year without any fear of complications that may possibly arise. The matter was fully gone into and I believe the House will be justified in standing for an average army of that size. As the House knows. there is a situation on the border just now which","Republican","(-0.503, 1.647]",1919,1
388,-2.25,1.5,3.75,-0.39092934,4,8,"Mr. President. I objected for the moment. but I have no objection if action on the bill may be immediately determined by its passage. However. if it is to occupy the entire afternoon. I shall be compelled to object.","Republican","(-0.503, 1.647]",1923,0
